treatment_id	n_terms_above_5
taxon_e25ddf76e2c24bab54486d2e2485a388367d7b576b7e90420571a14c8490cff4	26
taxon_e646e6750c7e2ea997d2b45e621a5293c78dd1866a08dd5631e697d12af58cf8	26
taxon_e6dd5ec838a08afc7e68ea15a3b8a1c2e9fc5abb0c5f007e28a761ef2c6ff4a5	26
taxon_e7310c894f81404fa019da6e31f56e9686a525fef336705ae8af5de4c02cb5ab	26
taxon_eafe5bd505f5911a4736c1977903ccc613a67a2be7a624a1b5d4789d82d030cb	26
taxon_ec8113be053adfab869593e694c94b917ebd9576cc3481f3f5930b1e053d7d23	26
taxon_ef164df004e3e53bb2ab38ab7f3332eebf83d8cad483c5d8e7028b497a28d8ed	26
taxon_efd76f165604f71126f697f6a2b90b9205102b3f0a6ae462f2880898f77cf660	26
taxon_f04f8c52b6bd7027358a24e71d0d554274bf7317ff037e39e6d64494440677c5	26
taxon_f1824b83d09b7f9677f367fdc0fe153412af6ab700e9de4163eec9a4acf36c14	26
taxon_f334d0f62f33645d7b8a4e1f5c3e0f0f39f3ad9b87fe3c343b53e8ed1260a8c9	26
taxon_f54e717760ed9c58a156abffd0ff2d5663856eb1fca71bcd6568eee286ce850b	26
taxon_fba0d6d77dade47d3b29db7e60b2e42fab49b23b9a408595bc6938674ed2b653	26
taxon_fdf9203858cdd9ded58ab510a1ad286d6b45371c9aec96b674e611e0b2d43e88	26
taxon_fe2fd778ed24a23df2f3a1d0e8d16f99cbfa17e8c83ee376565ba7e058694067	26
taxon_03a5d8ebc1a95271df1b5097846ecec0ea890eee7bea1da07b983a67e51c887d	25
taxon_08977b910b5b12c01bdacad88d1faaa8e9656d076d0a15bc46d3414eb1bad577	25
taxon_0966d801c4c045cd78da2e7c5f6a9dee14bb3fbc74cd2427fd3adbbe8f296212	25
taxon_0a66baf74834cf59677197e79d45a2d6d897afcdaa38e8c1dedc485c335ac5f8	25
taxon_0d2b8f03145fb4f3b0f2fa7f935aede116ff98e625c30a3d53468ea16dbd3752	25
taxon_0ea98c6f129dbd7fe433fb8ac42474216511ec16151efc68234f83c1d71346d3	25
taxon_0ee963e2707545b2b91422e87bf1c5ef15b5b9c66f96b7a34d99393dfcd204d5	25
taxon_1116de6f9b7af829991f2fe9b7c7e1884bfcf656a3499ed973fbe23f4d836ae0	25
taxon_11ed3243bb33cc8ce5d4190a37123acc68ffb22ff78e795e7cd8936c50ee562c	25
taxon_12748f5bcd439f0eacc5a19fe54834b71ac96296b50bf36b184b416b794f967d	25
taxon_13a93e1c0a9ff8bc79aace7f9314739595e1e0270a93b2d2a216bf67133dcb7d	25
taxon_14c7bcb4ac5a3f4d6c921158a1912f6f2f6d1697aa2c2c7cb255e1451b1c430a	25
taxon_19664c147326e702f2d47e434f410fb4148663004d7332c567da3a1f2aac4c19	25
taxon_1c03ca1b4ea6c583b669a1ce6ffbe963466210c1f524fc3570182c11a0b6e3ec	25
taxon_1cea9760aec24458414f43c0d7d8fdf35c335c4f163c97dc376dfcd784b8f266	25
taxon_1e6eaacf67a3677ce32378b1d96247ba71d877729f3998e8290da628b4e2d9bb	25
taxon_1ed6df232d408145b5763b78827c0e90d0ae156bfef596d86002ed4d1ff567cf	25
taxon_1f6f4b3136048cee1a656012e3878fe0ce4fac6fca54f6e2ab6a22d303a62fdf	25
taxon_20663bc07d349b2fed9937b0817108798e2418f27eb77bfc774e75db8750f8a6	25
taxon_21d17c2b868d6abe7313bd07649823777364abdc60237a29ce28c469fd2aa616	25
taxon_25144ac36ac5f2e2453cd4a021fec7f492c18478fcc229e51f8eea4d7bde9027	25
taxon_2704171759154250683271248b1c9dc23de010523a16fbbabae75aad229f4122	25
taxon_28a598968a392673b21dd020f8a28604ce2c81c34c0f5dd8e7d5d2e8c6ab3920	25
taxon_296beb7b8066afd73bd82a1aa5f8d888d7faf044d8bce8859142c5bcf2c04db3	25
taxon_29a1fe36859fe9f5249c44b96b9fdf7ea58759b8f712e101977c488cf5f2cd7e	25
taxon_2a3fbf5cedbb2a68dc5688cbe6d07bcd46fccbf3d596ae5331c7718a558eec67	25
taxon_2b6c97d9af1d1be7dbe828df22a9ec3149d0374aaf16caf195760b7c93b7c414	25
taxon_2d15ed00d380da16f80ffd6009a70cc0dcb35aa6082e19636d73b0f08596b9cf	25
taxon_32a10152665252de1448c95a776008934d1af19b3164da2716b373848e2e477e	25
taxon_3335af02b9073aedb8d7dfaf09ee6b8b43ace108e1845d9777f7b8534b8b9ae4	25
taxon_3407ac6ac299893e3734464bead91e58118a0b458f8f9218ade1895078e62dcc	25
taxon_34eeb4eb56076254a5fbf3d5190daca093ca3935cd422bcd1d13f45c452b58ae	25
taxon_3546d54905cd7e17fc6b99ec34a3d7c5ce84dfd6daf83a635f55f9e1faeee487	25
taxon_388f782b9e84a73f0798fb544a9ff3d0f849f5ec011f3f834329444a7198521d	25
taxon_3b37aa3ee9e1fec081f26f6c1f46c72ea72f37063275841cb25ea95b63b94733	25
taxon_3b61e66817dc80705a78001466d25ce552d0b7cc72cb83e4783f9bcdf41cffe5	25
taxon_3c8b62a9914c26f1db38325464f43e021d853b8f4ec334b232e57b6fa4fb3748	25
taxon_3e7607c17f89151fc8555751c363a226a69c3753580826b99a1ba0c3c8402a23	25
taxon_420737b047d28b486e7397d164318188c43f2a8ecae970c8241b78df9938aedd	25
taxon_43f0ce43a6f4a8bbd874f84e8952e7cef82753085a52253bbd7ad9d960ba9c4f	25
taxon_459f222f3564919df9730758e804099da21148527ae5d0f64237a8f7eb06b0d8	25
taxon_4c3e1e474776444ed54e1efd3f522984cfd4b30372e0ffab273aee48e10b7eec	25
taxon_4cdb4f3cb6bc6921a40c34cbf32dc8d17392534c0c062f21a8d24d8e17512949	25
taxon_4d3707fb5b83ae4307fe5a8a9cab091e1b7374962e167769263ed800983152bf	25
taxon_4d924089c993b8a07c565fd307d855eb5014b39ae0b5982bb22a74eccf43dbd1	25
taxon_4df0bb4474f7dded019edbf82b7ea6fabcc25629fd0df50f3acff23a67e0fc2a	25
taxon_4e195c4b0646a43c857dbc6b7a8141233dc081b35f6bf70abcca9ab24c962bd9	25
taxon_4e84d5ed959ac0a71a2d7cea2b34f6f6d8c440ded98ed3b29b15bcb9ba6dff4e	25
taxon_544f56461127bcbdfd47f79ce0617f91bc41066de248c4e62c1655ad4b295ebe	25
taxon_567b82e192175f61304b01c3e2e98635cb49c6969b6f1e093b2f70f02018908d	25
taxon_56a00b2245a3186618297650e34df0d5c386cf8c8c40800fc72c9a21031e1fb2	25
taxon_581ad9709fbbe02d8bbfb431632742c483fb5540c79e468afdcb6e8e7e41ae64	25
taxon_58a227f25be172539caf404d20b9ea2016f47410c506421cfacf32dca345b41e	25
taxon_5bc36bde71e0d950db27c6c7ac3d0063b76b520cd1e1dbbd0f5252a6b9b567fd	25
taxon_5c332fff44d50ca9797c86654fe44654c055422e74066176c2c334ae43c297e7	25
taxon_64ad0bbc1a88696f9a1a12081f7d156c8d53098a322ebf1709a7539ba304ad57	25
taxon_64c4e4be1edbaff1fc35b87ea91076ab06647ee535857e3d7841a9fb2fef798a	25
taxon_653d903ff00f7b0af9c4b0a011083860ed807b604c9e367c0846c9c6455e6dab	25
taxon_6789c95c8455dee95957e4df5eb3c4058bd9382db4f0deff1c0015366d71fb49	25
taxon_68ac338e279dd2e942f39a5ea2715653d5b05319d4a8665ba8bf109303d33c39	25
taxon_68b02a074fe343d1f99f73aa7b314125df36a7489159d584494196d599f7cc65	25
taxon_6b7b8a2c3e1aa493241b6978c207aedfabf8adaafc4dcb9ee7fb93829627142c	25
taxon_6da48f3c802a4d630ddd3d75ad02f027b2cba65a9f062647f7bfff95fa4ce1b0	25
taxon_6e1875cb142f6b442f8a8310cec51ee73f793ba546f21db53df517bc67db759b	25
taxon_717524ff871510556a7aa12e15c230d2a6bc4f7e89b85afaa43b0f4c2abba1f1	25
taxon_73b1ef2cbbef1aacf1112e73042c81194b5e7b0043437f417d5534a8c4c88458	25
taxon_7744569bd49d35669e1519385e29a423c04d8f753f5beee3ad4bd7fbf638c200	25
taxon_776e0ad4b149d426f742f0139abc931ffd15edef019dc44f107854bb6801dc4b	25
taxon_784245e69f3bb1489662643ef521d7401953b9fbda86ac978fd70a047d9b5090	25
taxon_791bdd278005caff856194661dbe3200a203a84cd00c4988ef1a0174fd7916f1	25
taxon_79fbd4b419c667bdfa3d6de94bbbc538432cdef01d94b4a329dc8f2d6fb1b805	25
taxon_7a4cb6edd5e12a74cd3001343652d0e20921d1eec666d829a953b90425e686d5	25
taxon_7cd075c19d4062a6cc95cec55083b7cfb862bd959b102cddb09936913846d4c1	25
taxon_7cdedbc95ec5edb1d8da4a99566bb0d960691851f4e29340d6819ada54587094	25
taxon_7fe53542607a8420aeef8fbd28d438a9a7dc7c210c5f0813de6015d95b5ad394	25
taxon_81ec138aaec87b6f6675e575a838a334ff80a30dd7d6d5ceeb1be9d881aa949e	25
taxon_83b03a1b8799960a4849334bbc77c22f4684bfb80ec7aa680ac421da52f27ed3	25
taxon_892ed8182a5c9426bcd0344c5fa28334868884fbc3d4dd3ee3a47e648748100a	25
taxon_8b38cd5797ffe9e71f8c5754644d94ab757eba2221af96b93789f41e45a20e74	25
taxon_8cbba898a74cabc3185c2b0cbdc6dd33d6516e11374f1e5f24755df307a6455f	25
taxon_8dce6f4ea45f5fdf9c18e2c8b44200ee2e58dbe4f5dde361330d4332b8c015c6	25
taxon_8f4397e73db226d25dddae29c7f0291ca421cdd24e203c80759ceaf36629b82c	25
taxon_91e135f82af0e8408ec0c7edb7c24517eb8e7de8352cdfb3c17f0b61b349617e	25
taxon_942605cdc93d4f079f0879ead83ca3d444cd1a9b1c91ba4ab7493546462bb07a	25
taxon_9788e502495991dc654bdf248071866b24a2ef1170f38053da66e1d98efdb39b	25
taxon_9d5ad8dafd64975a14770578e3106417216d463f770e189de89360f16cafea2f	25
taxon_9e824c72f79d8e300cd6ed37c527b584fed0089d8d808a1133fb6aa226fb1cba	25
taxon_a041e137d780d93e241505b4ecf03d8e36133033a0c8a6ed5f509b0ff6595bac	25
taxon_a22865593eed11f54e001c1126e7e198e1998603cf9c5a60d1ae1898605f03e5	25
taxon_a22cf958d4dfca3b8f05399a34734d6c81d2770b5e805791a324b0045fe7d7fa	25
taxon_a358b9127fe8a2bf655fee7f671f954c4e01c64782390768ae84d4fd85a1151c	25
taxon_abadad5bf06ad054e9afff4939f1093ce712790c8c2278a669612930408db280	25
taxon_aca2e60901f5396ab7103dca68b888984f4a13cc8b034dc36520166624b379fa	25
taxon_acba9950db6c76d0ef3da5076e0fffcc9913c90c1ed6c4e8c270a9574bcc2ab3	25
taxon_b0dcac81fae8ecc76244e49208201f8b5344c6558f803604d325d11ce7326783	25
taxon_b2eba4f969e9f6650190aa943ad84dfeae9bd604b1cb820a39990f08bb923002	25
taxon_b3f2834a26b1804b604773753325e69c44e0a68a00ee5af79f541b077f059360	25
taxon_b42ae9c307a4a613831ee408b43657771a9b792ab72245ce3e69276e727ccb38	25
taxon_b517a98517813863dc61face0a29876b3c5f109473432b22916e681422e96caa	25
taxon_bb12689c12b563f7326fd9ae593d95f13f1d70eb3daeafae65d408e2d4e40032	25
taxon_bce342b712b7f488361944afa06f3bc56231b18ae54e243b5b27af1bd7e7ec6c	25
taxon_bef8b30482b4be325998bc231f892d9127382aaef79836a6b69e9effa9f784c6	25
taxon_bfd6abff853b733d887b0402b97366d26573c1317ce15c7860e8145aabe1aa47	25
taxon_c36ac53513874159fb9c14a070ecefa09a42005b743cefc5b5eba25cae192ce7	25
taxon_c53eb8f576942169a227453beb0142aaa4632114ac8b2cb47f390e470ce214a8	25
taxon_c5af83d669155bcf9503c02acede8f334fdf81cc4c9959b23eaf8fc90a5c758f	25
taxon_c6ea18be5976ef02d7ad64329d11a14e535413e5215b5302468ad2df8333e5bd	25
taxon_c6f3d52b4a581b5431ce604e9ecd36aa443837c8389658dd2ba3bf774e119fe6	25
taxon_c6f91d9e174ec1fc6cb016c8e9bbd1fe7fc69bbcd3e997729abc8706c41ba9df	25
taxon_c9128b7f0753b8414bc923d13aa5fd54456506e9607ce8f080b97c6fd15d179d	25
taxon_c99781e1e7e71a11c0c384d0f6ad66d6a74e82c7e55f357a2bec35e2f1659ee8	25
taxon_caee3f549ae7cb667108888b9874ebfe10e08e1ebd4df660fd1a9455d4234f84	25
taxon_cbe5167a5c450003ce90b23328db5da90c7771587a0f45dc94877b521a575ca5	25
taxon_ce92eeab60190fe94f93df2b7c7578a12d83f1425d9881dd249c821fc71160ce	25
taxon_d0e8a6f2124ddbc59ea6cfd464bef61ec979b08679dd9843cd6072046315c9ab	25
taxon_d13ec479f993aa13c22a89d71c4d422a1c15d8992cc0bf80f2344e2176c070e8	25
taxon_d218cabd93dacf8a923e104dbefc5089cc14033f5e14c505a1143b7dbbf47f61	25
taxon_d4d5f46ec9ad14e64357ad168e415693b35f12a2fb6d9b5cfc418e0ed70084ff	25
taxon_d7271a200665119891b6403e256a8a026d3890533c5ea73332efa68650cb84dd	25
taxon_d8d214fecbd18dcbb769c872f4ce53d84f1cf135193099d62723c0ebe5cb3745	25
taxon_db21a30a8a7b51092cce84382596ca8a17e5e47cadb3e7fded534c5c86fa7f9e	25
taxon_dcc9e233c7081c8b13afdabf5422b5a9b30f6ca056d5bebeaaebb8f226813e6a	25
taxon_dcf35c5da45a4d72c2d7150047df43eee183f8fd1893b57952283aaedd78fe13	25
taxon_e0690fde3b1c1b050472f136ef6c851567a742e888ee4df6c578a9ed1fa5d9fa	25
taxon_e1ed34a3778ad0d513d20e08a8a22249e98b353581329d8ccb671032d78d0708	25
taxon_e22efe00ae08560f2629412f06ef6922057c5b4fa97c1be592602f1420e42be3	25
taxon_e4324459f83f4d713808317239e1b3544cb4e748185426af55171f146897a8e7	25
taxon_e49a242123470d01e9a1c9f8ac7f3183eda16e7eaff0d4bfb203378f37e244da	25
taxon_e6625e6a2c1dfccbf34c37108bfedb05a898f62f0610c5900b9cba212fb105c9	25
taxon_e7a198dda050ba112fc9048fb4320c72a0568baff760d07ba83b322cf7bd659f	25
taxon_e7ebde924c9d20376532fa809c9d45f72b99984755196ebfe1802539d59ae5b6	25
taxon_e9a862506f81f7a6e4e22c2654f263cc513c24716c1bce15c59ac1755cbe904e	25
taxon_eaf402a41e606bb4d66296cf30ffaed51cc409022175106f890ad47a798adfe8	25
taxon_ede2f08c588f2d55a6f9dafe2ce9a90e4a5bfae2536baf03708849890b3e8e8b	25
taxon_ef5354bdfbc9581306b94d20cb62a5e9d41e3bf8706ee811ab4d81ac1fa4bfec	25
taxon_f4546d4d4807f7ad21034a86bfd69d04b32e80ad5091ba4c1d4046e3a3d56c81	25
taxon_f557b73457107cd2846e246d4051b56774e29ef44729cf68350f07cd20ea202a	25
taxon_f62efbdf0d3a1442cbe5c75c6f70f50e1a96072a9fa702585aae7f459cf8e27a	25
taxon_f7ced83070a7dfcfffb0c28ac36f76724c9a7899ae34479ea8eab604aa115d6c	25
taxon_fdad906d4b4e4156221891f1dd9b509955aa9a9e34f3ced459698080c8799656	25
taxon_fdb77c68f6a47b79def3078807baf738a27f2fa880f3e3d70152979886aa0e7c	25
taxon_ff6f66749ed325b7811b11fb03b70d488b9cddf93b3d7fcb97d2b899e467f14f	25
taxon_05ddc9c0d019709fa24318f0962c87e324a2cc6798afcf363107423435bf2a10	24
taxon_0845f6390f9c15e56af5d7b677a0e25f9f8e0d0e230fe815fec33d8a76de2c32	24
taxon_0b7b4ee1fa0dd5617193e42d18ba218c1e2085b5f68c9f85a6fabaaec9469f1c	24
taxon_0cd122d4e6ec1cd338f54c90a48142ce36dbc819302e3070002351ea7b42e29f	24
taxon_0ecb4160a8f1b135f87a8ebda4436db05746048bb8714fd2e8207fd67478df95	24
taxon_0f0bc47b42036e3718f69bce0db4b85507678dc3f11ea237904dfed3ab2ce8c2	24
taxon_1028e3578641c8620a883571619f36bc0fb91617fc9db46a9c8198bfd09e71ee	24
taxon_1332e9212affa35b80ba8bf9233a79a6eb4fe42c43344adc03b9a959da897841	24
taxon_13d27a7bcea0855fd9d53a8528fd79ad16409cc2ceb5b709c8a86f65139bbd9a	24
taxon_14c18428ccef8c665371dcc7b511ab51609e74d339cdae2f8f5598403578e916	24
taxon_176c4c1d0ad4a85d6e210f96780ea5fcfbd7a028ce211f0986d66bd96443cea1	24
taxon_1844a0092f23b0cac5443581341a6b5e948bc21295f248e4c0437525ee0d50ea	24
taxon_1933d429fddfcdd427fa720577f5f12ce3f1d15fa4aed483a66f19be76b6bab8	24
taxon_1a3e41e143f8bf1896cf7a6c9d0c0a1c659fccfc4ce3d555a12162eb36d1907d	24
taxon_1b36b44539264fc252492e42700fea94683d0cf2d2853cfba0752323c8b963b2	24
taxon_1e18ef8f8cc6fea2dbeeebce1e3da7ebe20ed1fb0c19a04166c435421643d130	24
taxon_218c4893aaaa84bdf3b4dee7b814a66b198750e85fbbf627c6b6b06a038936fc	24
taxon_22aba5fe0707407d29ab7b69950d988e75b4c1bc144ac2cc832797af21f804dd	24
taxon_26881d486e3ffbf5065207d4f60008f4665695a4382682972ebae0c828be7dd1	24
taxon_2a772e3e2eb1964488feaac8b91192bf05bff9b0368c7365b93df1e446a759d5	24
taxon_2cb98f3d59a7538ff640b63ed21e26a74ccb6b4fc4a5759855fe6610afec10bc	24
taxon_2f001dc85a9e0ba9599167ba2d057f2d88d39837d0fa535bfb455e09e3871b72	24
taxon_2ff8c0a41bae074bcb70f2feb116f29125c8003a480c06c852ddec2bd8f2aabc	24
taxon_30c9f7479ee99f7d3843e26c63861f2254cf3dc30fc4d001cef532af75e9fab7	24
taxon_33c67b262977fa07a743a692d88a18e62e5c7a3c9103f3daaba7c23e82614c45	24
taxon_3558663fe8de51772fdf7ce0c63daf00e2bd5b7333d5e8dee640a829d75b5d8c	24
taxon_370e094863b67e0d9b8becd1b0fcf9176bca1491afd61dbc6ed9dca149a2220a	24
taxon_37d5d9d2d189d7a9b72f81428e99cc6bd921d905810af709f4025232387999b0	24
taxon_3872670d2ef194c180cd4a1eaefced771a73ba014fad3fa2af190b26e0742389	24
taxon_3cb646ce147aadac758b420372b41c0662953c3f498e5f577038e15a74521072	24
taxon_3e04e34ea9d34456ae0fd43b46f27bbc053a990be59a54b87b11dd1bc97985cd	24
taxon_430be864664e56b5c52b84131aa3bdf8b0511cb3c9c9d887e17d351a30f7fb9f	24
taxon_439ef1a950eff0250c51c531b357556ac3a42ccdf72e7da2083986225cc3f2d5	24
taxon_4888b8ccedc3c31360129a5e4431d1deb42fa90a672a67ae05c9148ae178fd8f	24
taxon_48d7010a82a5252e2a4dd16a1e7e83d4c32a103f19be1ce84656a0c9483b8510	24
taxon_494665973c5556486ba9b016075333f6f02e794ecca28c6be3d1183c5eee8f3c	24
taxon_4999aedd83e944521bdb3db404a8fc7604fa7da9d1872f8a3bdd87e5cddb4d7d	24
taxon_4e3676cf0204d128807feb71bdb0a476c00a40e9d80d3a47df147ee1876063aa	24
taxon_5085bfa64d7f1741832ad680e8cd8b3feb3f3c59f48e23c5f45b92a4d408f653	24
taxon_52547df5a7930cb5a838e5c3d29515f0d61eccc354cdd04dffd33423ee81a701	24
taxon_5289b2fbeba5eefb3eba5bd21f342abff287cb50fd8778341793fde8bcc1cec2	24
taxon_5354a2e76bc7d5f5394e028937a9168fa88f616d72c33523b5b64e888af01638	24
taxon_552da8ada36998f504e45cbaab13dd4e3121393af7cb2403405d3d11daed125f	24
taxon_565a7ec04b218d5b629adaec41893322d4decb0cc07020e60d045f54c5a201c3	24
taxon_587cde88491cbbd5bfa65a1fc7e0e6460d7e266c3ac1c42de5b29bbb223b6327	24
taxon_5ead3da6dd8ebef1dd305affc6d127b345414b3d4871f853cce57646aa915d46	24
taxon_5ee08237275017fd318900700a428233c3c5e36c65941f87d2b71840367df73c	24
taxon_5f9f350c46a8cb9b66e9686ac1c9940d64fcdaaa0111d7fe8430a03916f033c1	24
taxon_629de04ca6945da41e7f7e3d610b7c1948c386f82770288de7bd4a87992185fb	24
taxon_64f1be329a0ebe0214bb2aca3f53e00231c58a1b38c5f207cf3390c800222539	24
taxon_64f691fd5b39a89751840af0dc9256e5d904d4a122389620f9e984d728ffc3a9	24
taxon_688cb8b77a2d44bb9a75794408fcc39cfd97f5958405d270f670e4b54acd634e	24
taxon_6a05b0158431072a41d2a8328c665cf8b99ea6bb620f03149d21729a0e2f40ed	24
taxon_6c0ea6f070fd3a2d226d75e85a6ad901c3aac5a4779a948caf02e8f42a9c323c	24
taxon_6e80f1bd3cd74282d85a5fd7ef1baffc582659f2991ef577ebe260acd232ee68	24
taxon_70b73fa2597d05509622eac1ccef9e6dea8b6744a17655f6b71134db7e1b74f5	24
taxon_73afa884d5076f630a8ad89c9970fb231d72445b54907919fa86b9675774fb15	24
taxon_73f7cc1748381488094520a86f1e68f2a1b4851f792abeac5d33ca48c953e82f	24
taxon_75ded107338927c84862d36d77a6480fed65448130b37725ae2aa129379c7dbe	24
taxon_772ad3cc9fcfed1caf20870b7a921225908594b8206df5a70f711b11c22bf5d1	24
taxon_7827011e8c5353c743df14723e0da0e453bcab3e36e37c42fa939550457c16ba	24
taxon_79c144d246869cbe9e3b48c1875c6cbfe41810f4d0a009efba47ec2119c851e3	24
taxon_7a6b0389e5f106fcfe37daa289b5204bd7097769ce0c63177f2bddc6dbd47d17	24
taxon_7ec7d614416b8999e77ef01f1366376250099dd1811011e5b0ceef2d9c5fe438	24
taxon_7f20fcb6c91e9b63c7926ca6dcc5f54021405f5cfdf7e2e414813de17a78e6f4	24
taxon_8361921ea2a5f60c30da1e1048c1b8dd4f81592b3d5fcff20740c4fe2d12e087	24
taxon_865e4517f178f4cbdc8263799cfbeff599831e5ab4ff9c7105caa6ad509390a5	24
taxon_865f862b32fa19880c65db2c8d48ec49f65544a0c109df17a313d04a16809390	24
taxon_86df19ebca1f462320bfbae3287d749aaa8434490be6ffc6dd188e8543159f06	24
taxon_88437df650167ccc8cb352eb3c54b1d0fc3ec7e9c215d41c5bd8fc2d798518ad	24
taxon_88bd6027ba33fd8cc599e92847e475e74b2fb660ba2ccd24c200128cc8bdc943	24
taxon_89be74d560d3bca64394c4f8c6da7cc61fbd75a0dce55c3597297e2c01df4e11	24
taxon_8ca3ff8d580072c1a52e775464840586a7afa8632f76e27e087a1f6486b8124b	24
taxon_91edceb1aebcd243aeeb77b7ce088c856cea3108ecdd440751452c6b02bde405	24
taxon_9466a479924de3195c565d3a195c3166b2c46e0c449389769ac0c715cc6f3dc0	24
taxon_979e2bef4885c215f763a34918e12fd8dbe41440d78e9303c83fe09383fc285f	24
taxon_980dd8a7aea1750be6bc4469a13feb96d30b93380496a133172c7f8b49361c4d	24
taxon_98c352e0c6d59997a0dee930caf6a4039eca90a1724fb386943deda64af63796	24
taxon_9c2fc766c442b68493e8ffed55e3f1b958b8807172a4bfe0d2b0a2ad76b25b64	24
taxon_9c30b4c5f3ca95fb9cb24c4714c394ecde0125d01bd7ce02945b62d4b804d0b1	24
taxon_9cf65b2cbf7d494fbb3f76016be47982a2064c4c99fa060f413ac00cb71652f2	24
taxon_9feaa41e026a1a9f469baff86434eaca741f3ccb9399a15a5f97a3f9f1a47589	24
taxon_a019fceaae7049a0df885b0c49b986da5b95981c1d763653b47428fde0e7d70e	24
taxon_a3fc482e95b39a85cfe77791fc0236334c0dd65c9b44e5fbcf60e65dc3de96df	24
taxon_a56ee71a7521ff965be04b381d49d87000e052ef38e16fb58e4f59e4aa4190c1	24
taxon_a619631203260b0872e920f9a77c9897b2f5242d7765bdfd4a2d01943a501c49	24
taxon_a63f400789b9fd498c93bf084151042d0a88a07a8d5e728aa15fbadfe926c420	24
taxon_a69d87bd2bb3f65d290a4d61e14c51c00f9071a0f258ea8e4cc44b171ff7922f	24
taxon_a91a18140e385285ab8d3cae505f03dcfa01de5a3222efcbcb5a6294837b1ef3	24
taxon_ab44be9611911fa5f23ffa31d627b59c1868e38bd7ba6ecda75d55ce56f557bc	24
taxon_ace88f56ccfa195814a76453fdd3da98abacf206f76515b443cd15c3f75f05a4	24
taxon_b045561df516ffbd04632e8aa239ab6b481b9715f80e4a8b92ca69707193e9b0	24
taxon_b12e336199968bba60e95b1e61217824f2bb0af74b31e6ba2fdfc605b04b0157	24
taxon_b13efe44d9c214e16205217531b8acd199481039a84b986b4585fa02a1b44817	24
taxon_b7eb36362788a9e4c0fa7071081827b1ef590f5f30ce0deea7a3d6f07bb0c98f	24
taxon_ba758b3ca82b000b0009f387595450b1c94256121a3543abcb7cb49c352a834b	24
taxon_bf4ba8e6e496edbae1fe8ff60ec70c29ff31c71cac52b9e816d6c8cbe314d094	24
taxon_bfe383a39be3bd2622db9440c592c65088aef91ae7ee31bd59a92f1b88f61ed1	24
taxon_c5ad0bcc85113b177aee7e4ec6c21755b79c9f6c40804429956e003ad7fdb55f	24
taxon_c78384fc0cd512671c4f1c6904792ca29e65f09f1b42412d7f77d9fcae960cc2	24
taxon_c9077b2a1a1de7ce224314ae6224706652cb8f8eaab83de84536740d0fd04338	24
taxon_c95771a2e8d2b02a16576a20565a489daa8cf6af13676de91712c8430945f574	24
taxon_cb1bea0c8f179531291be922055c5a5f36c7a736da04c9d0ef6b029a6444ec6a	24
taxon_cb277c80d2503a4ae6685d9ad42b1550f004e26c3152af4ee7b1efe41cc18368	24
taxon_cb393d2f952373d05559229f1332b99edbceb0491fdba340b2356098e0f6bbb9	24
taxon_d1308db786dd0deb12d266eeb307d159976b1a68df6bb427cc7338fbb480b14a	24
taxon_d159ee462a60ce834392f620bbcc6fcbc7852c64e7facf8e87884b9b7085eef7	24
taxon_d19a69d5c23e80bb8eeb591b4feef03fbfec81b010adf8484718351e7ddd4797	24
taxon_d76cdd33844fbfc84879adb55a172585cdbde3e7345abca8772ba3cb2bd85bd7	24
taxon_d883b9ef17a584c0573a8ff37dca0d4cf309a8003a5a2b97fbb1fe80261e8d6c	24
taxon_dc2556fb25266fc2c315bf862faf3ef1553bc9fe7ad37807a3ffe3925d7c88d1	24
taxon_df2710e27892111be1c75197cdbea626ab3cc52d957220ffda6ec8fa4253265d	24
taxon_e431775a1941c065d86c73de491952fade2718ce8c0f1cd7bf1e6c2471618530	24
taxon_e5e608a712a16c8f05e4de263bfb7b9b8d7144f8f266c164b731bfdbd7afac01	24
taxon_ea985c63dd194aad0a72ce7fb0af7429937173c7840e7f54137054cd03ea6338	24
taxon_ec9545962f73234061fd953d0f1e3b75763fc3a28d77ee3b1e86503fffb03ddc	24
taxon_ef6db34ce61dc3ed92029aefca75f14bc6ecab9969803b9d708da00b570b27f3	24
taxon_efc35dd8f697e83afe68295eab32ca7121a41a03b1106f4934e205ed2aff80c9	24
taxon_f0a7ae3cf58409e9d216a550dc17ae94195e0c87368d922b9ad94cd22cd36544	24
taxon_f1fd1516d352549e5ae89c3e4dfeffff41932df8643f02aa91d527c5a121ee8a	24
taxon_f506c0bafe47fbf66e256312217fde945b36eca30ea807a30d838e460300836d	24
taxon_f5d0d6a8d666936c19126d1a6fea82b871f2afed9b66a02be6107ff25c72b7fb	24
taxon_f681978dc16d4940d984a6492f806eb9104f2687f10f71ccbd1016d21e73a208	24
taxon_f6bdf76461d4f9da30e45d61c58741d443213be9537038e9279b861350ff9c6c	24
taxon_f7a0760c7f783b884445c6155e20d78ff3864f320db1ff389c764b0a16062ad6	24
taxon_f89a8cebffeedaec8f9a48939623a1d3dffed6d213456786bdc79e78ab1cc1a2	24
taxon_f96f8145bb797e9238422f93c316ebb3075a216166be59dc8c1b693d4b0247b4	24
taxon_fa84ee6a441f2adca679532134f87226b1d02db2bb3586613582ccf32ecd2036	24
taxon_fbd116faedb3c856a1baa8215c53282b4d713ac0000f0ca5d6970f4bd6950c13	24
